exp,emp_title,compensation,perc_remote,co_size,co_location,year,emp_location,emp_ID
MI,Data Scientist,110820,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",60665
SE,Data Specialist,95000,100.0,M,United States,2022,"(37.09024, -95.712891)",55749
SE,Data Specialist,70000,100.0,M,United States,2022,"(37.09024, -95.712891)",18519
MI,Applied Machine Learning Scientist,75000,100.0,M,United States,2022,"(-16.290154, -63.588653)",20328
MI,Data Analyst,113000,0.0,L,United States,2022,"(37.09024, -95.712891)",14825
SE,Data Scientist,170000,100.0,M,United States,2022,"(37.09024, -95.712891)",61745
MI,Data Analytics Consultant,113000,100.0,L,United States,2022,"(37.09024, -95.712891)",62564
MI,Product Data Analyst,140000,100.0,M,United States,2022,"(37.09024, -95.712891)",12655
SE,Data Analyst,50000,100.0,S,Philippines,2021,"(12.879721, 121.774017)",61800
MI,BI Data Analyst,53368,100.0,M,Australia,2022,"(-25.274398, 133.775136)",93761
SE,Lead Data Scientist,29944,50.0,S,Portugal,2022,"(39.399872, -8.224454)",99245
SE,Data Scientist,160000,0.0,L,United States,2022,"(37.09024, -95.712891)",40036
SE,Data Scientist,119300,0.0,L,United States,2022,"(37.09024, -95.712891)",79546
MI,Research Scientist,145000,50.0,L,United States,2022,"(37.09024, -95.712891)",18566
SE,Data Engineer,90000,0.0,M,United States,2022,"(37.09024, -95.712891)",36901
SE,ETL Developer,146200,100.0,M,United States,2022,"(37.09024, -95.712891)",73705
SE,ETL Developer,124270,100.0,M,United States,2022,"(37.09024, -95.712891)",10102
MI,Data Scientist,225000,0.0,M,United States,2022,"(37.09024, -95.712891)",40278
MI,Data Scientist,160000,0.0,M,United States,2022,"(37.09024, -95.712891)",53231
MI,Data Scientist,54634,100.0,S,Netherlands,2022,"(52.132633, 5.291266)",67637
SE,Data Engineer,185800,100.0,M,Canada,2022,"(56.130366, -106.346771)",19938
SE,Data Engineer,137400,100.0,M,Canada,2022,"(56.130366, -106.346771)",34922
SE,Analytics Engineer,245000,0.0,M,United States,2022,"(37.09024, -95.712891)",40647
SE,Analytics Engineer,180000,0.0,M,United States,2022,"(37.09024, -95.712891)",25441
SE,Analytics Engineer,203500,0.0,M,United States,2022,"(37.09024, -95.712891)",46825
SE,Analytics Engineer,152000,0.0,M,United States,2022,"(37.09024, -95.712891)",59120
SE,Data Engineer,250000,0.0,M,United States,2022,"(37.09024, -95.712891)",50619
SE,Data Engineer,63000,0.0,M,United States,2022,"(37.09024, -95.712891)",24464
SE,Machine Learning Infrastructure Engineer,186000,100.0,M,United States,2022,"(37.09024, -95.712891)",76146
SE,Machine Learning Infrastructure Engineer,148800,100.0,M,United States,2022,"(37.09024, -95.712891)",20046
SE,Lead Machine Learning Engineer,95386,50.0,L,India,2022,"(20.593684, 78.96288)",99136
MI,Machine Learning Engineer,128058,50.0,L,United Kingdom,2022,"(55.378051, -3.435973)",73580
EN,Data Scientist,82000,0.0,L,United States,2022,"(37.09024, -95.712891)",87381
MI,Applied Machine Learning Scientist,173000,50.0,M,United States,2022,"(37.09024, -95.712891)",65731
SE,Machine Learning Engineer,186000,100.0,M,United States,2022,"(37.09024, -95.712891)",73783
SE,Machine Learning Engineer,148800,100.0,M,United States,2022,"(37.09024, -95.712891)",41087
EN,BI Data Analyst,6270,100.0,L,Brazil,2022,"(-14.235004, -51.92528)",76260
MI,Data Science Manager,158000,100.0,M,United States,2022,"(37.09024, -95.712891)",42733
MI,Data Science Manager,134000,100.0,M,United States,2022,"(37.09024, -95.712891)",49187
EX,Analytics Engineer,200000,100.0,M,United States,2022,"(37.09024, -95.712891)",72451
EX,Analytics Engineer,150000,100.0,M,United States,2022,"(37.09024, -95.712891)",84540
SE,Data Analyst,216200,0.0,M,United States,2022,"(37.09024, -95.712891)",81138
SE,Data Analyst,144100,0.0,M,United States,2022,"(37.09024, -95.712891)",60797
MI,Data Scientist,115573,0.0,M,Netherlands,2022,"(52.132633, 5.291266)",85268
MI,Data Scientist,89306,0.0,M,Netherlands,2022,"(52.132633, 5.291266)",69272
SE,ETL Developer,250000,0.0,M,United States,2022,"(37.09024, -95.712891)",94446
SE,ETL Developer,63000,0.0,M,United States,2022,"(37.09024, -95.712891)",72991
SE,Machine Learning Engineer,135000,100.0,M,United States,2022,"(37.09024, -95.712891)",53855
SE,Machine Learning Engineer,85000,100.0,M,United States,2022,"(37.09024, -95.712891)",89223
SE,Data Science Manager,206000,100.0,M,United States,2022,"(37.09024, -95.712891)",35223
SE,Data Science Manager,175100,100.0,M,United States,2022,"(37.09024, -95.712891)",91550
SE,Machine Learning Engineer,189650,0.0,M,United States,2022,"(37.09024, -95.712891)",62741
SE,Machine Learning Engineer,164996,0.0,M,United States,2022,"(37.09024, -95.712891)",45813
SE,Data Engineer,154000,100.0,M,United States,2022,"(37.09024, -95.712891)",43876
SE,Data Engineer,126000,100.0,M,United States,2022,"(37.09024, -95.712891)",51040
SE,Machine Learning Engineer,200000,100.0,L,United States,2022,"(37.09024, -95.712891)",47106
SE,Machine Learning Engineer,150000,100.0,L,United States,2022,"(37.09024, -95.712891)",58863
SE,Analytics Engineer,135000,100.0,M,United States,2022,"(37.09024, -95.712891)",91886
MI,Data Engineer,98506,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",11459
MI,Data Engineer,73880,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",53836
SE,Data Analyst,117000,100.0,M,United States,2022,"(37.09024, -95.712891)",31314
SE,Data Analyst,99450,100.0,M,United States,2022,"(37.09024, -95.712891)",38074
SE,Data Engineer,200000,100.0,M,Puerto Rico,2022,"(18.220833, -66.590149)",92516
SE,Data Engineer,135000,100.0,M,Puerto Rico,2022,"(18.220833, -66.590149)",49903
SE,Machine Learning Engineer,193900,0.0,M,United States,2022,"(37.09024, -95.712891)",50166
SE,Machine Learning Engineer,129300,0.0,M,United States,2022,"(37.09024, -95.712891)",21767
EN,Machine Learning Engineer,55410,100.0,S,United Kingdom,2022,"(55.378051, -3.435973)",53466
SE,Data Analyst,86193,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",43952
SE,Data Analyst,61566,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",19618
SE,Data Analyst,175000,100.0,M,United States,2022,"(37.09024, -95.712891)",36302
SE,Data Analyst,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",48747
SE,Data Engineer,188100,0.0,M,United States,2022,"(37.09024, -95.712891)",70712
SE,Data Engineer,139860,0.0,M,United States,2022,"(37.09024, -95.712891)",73059
SE,Machine Learning Engineer,248700,0.0,M,United States,2022,"(37.09024, -95.712891)",29654
SE,Machine Learning Engineer,167100,0.0,M,United States,2022,"(37.09024, -95.712891)",83361
MI,Data Analyst,5723,100.0,S,India,2022,"(20.593684, 78.96288)",65396
MI,BI Data Analyst,50432,100.0,S,Germany,2022,"(51.165691, 10.451526)",19863
SE,Data Scientist,205000,0.0,M,United States,2022,"(37.09024, -95.712891)",64589
SE,Data Architect,141300,0.0,M,United States,2022,"(37.09024, -95.712891)",90261
SE,Data Architect,102100,0.0,M,United States,2022,"(37.09024, -95.712891)",10706
EN,Data Analyst,50000,100.0,L,Argentina,2022,"(-38.416097, -63.616672)",86848
EN,Data Scientist,84053,100.0,L,Belgium,2022,"(50.503887, 4.469936)",88455
MI,Lead Data Scientist,61566,50.0,S,United Kingdom,2022,"(55.378051, -3.435973)",74854
SE,Data Architect,250000,0.0,M,United States,2022,"(37.09024, -95.712891)",58244
SE,Data Architect,63000,0.0,M,United States,2022,"(37.09024, -95.712891)",59433
SE,Data Science Manager,189500,100.0,L,United States,2022,"(37.09024, -95.712891)",20436
SE,Data Science Manager,140100,100.0,L,United States,2022,"(37.09024, -95.712891)",65520
SE,Data Engineer,177600,100.0,L,United States,2022,"(37.09024, -95.712891)",26694
SE,Data Engineer,131300,100.0,L,United States,2022,"(37.09024, -95.712891)",74529
MI,Data Engineer,24000,0.0,M,United States,2022,"(37.09024, -95.712891)",53007
SE,Machine Learning Engineer,202900,100.0,L,United States,2022,"(37.09024, -95.712891)",21733
SE,Data Engineer,115000,100.0,M,United States,2022,"(37.09024, -95.712891)",87184
EN,Machine Learning Engineer,115000,50.0,L,United States,2022,"(37.09024, -95.712891)",39203
MI,Machine Learning Engineer,193900,0.0,M,United States,2022,"(37.09024, -95.712891)",46790
MI,Machine Learning Engineer,129300,0.0,M,United States,2022,"(37.09024, -95.712891)",98290
SE,Data Scientist,140000,100.0,L,United States,2022,"(37.09024, -95.712891)",80624
MI,Data Analyst,216200,0.0,M,United States,2022,"(37.09024, -95.712891)",72603
MI,Data Analyst,144100,0.0,M,United States,2022,"(37.09024, -95.712891)",65708
SE,Machine Learning Scientist,216000,0.0,M,United States,2022,"(37.09024, -95.712891)",13522
SE,Machine Learning Scientist,144000,0.0,M,United States,2022,"(37.09024, -95.712891)",15041
EN,Data Analyst,150000,100.0,L,United States,2022,"(37.09024, -95.712891)",33871
EN,Machine Learning Research Engineer,12171,100.0,M,India,2021,"(20.593684, 78.96288)",81452
MI,Data Scientist,53416,100.0,L,Indonesia,2022,"(20.593684, 78.96288)",79185
EN,Applied Data Scientist,50000,50.0,M,Austria,2022,"(47.516231, 14.550072)",91622
SE,Cloud Data Architect,250000,50.0,L,United States,2021,"(37.09024, -95.712891)",24264
EX,Research Scientist,84053,0.0,L,Netherlands,2022,"(52.132633, 5.291266)",97310
MI,Data Scientist,131752,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",18594
SE,Analytics Engineer,48000,100.0,S,United States,2022,"(-38.416097, -63.616672)",97131
EX,Data Science Manager,260500,0.0,M,United States,2022,"(37.09024, -95.712891)",43534
EX,Data Science Manager,175100,0.0,M,United States,2022,"(37.09024, -95.712891)",74980
EN,Data Analyst,55000,100.0,S,United States,2022,"(37.09024, -95.712891)",10319
MI,Data Analyst,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",74531
SE,Applied Machine Learning Scientist,77119,100.0,L,United Kingdom,2022,"(46.227638, 2.213749)",45632
EN,Data Scientist,52008,50.0,S,Belgium,2022,"(50.503887, 4.469936)",17532
SE,Data Engineer,206699,0.0,M,United States,2022,"(37.09024, -95.712891)",96493
SE,Data Engineer,99100,0.0,M,United States,2022,"(37.09024, -95.712891)",52563
MI,Analytics Engineer,200000,0.0,M,United States,2022,"(37.09024, -95.712891)",74266
MI,Analytics Engineer,54000,0.0,M,United States,2022,"(37.09024, -95.712891)",26067
EN,Analytics Engineer,130000,50.0,L,United States,2022,"(37.09024, -95.712891)",39029
SE,Data Engineer,100000,0.0,L,United States,2022,"(37.09024, -95.712891)",42311
SE,Data Engineer,80000,0.0,L,United States,2022,"(37.09024, -95.712891)",27904
SE,Data Scientist,100000,0.0,L,United States,2022,"(37.09024, -95.712891)",54908
SE,Data Specialist,221300,100.0,L,United States,2022,"(37.09024, -95.712891)",53272
SE,Data Specialist,148700,100.0,L,United States,2022,"(37.09024, -95.712891)",33540
EN,Machine Learning Engineer,30000,100.0,L,United Kingdom,2022,"(55.378051, -3.435973)",54350
EN,Data Analyst,28368,50.0,M,France,2022,"(46.227638, 2.213749)",83630
MI,Data Engineer,91118,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",86568
MI,Data Engineer,61566,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",11638
MI,Data Scientist,60938,100.0,S,Germany,2022,"(51.165691, 10.451526)",19093
SE,Data Science Manager,249260,0.0,M,United States,2022,"(37.09024, -95.712891)",24182
SE,Data Science Manager,185400,0.0,M,United States,2022,"(37.09024, -95.712891)",24787
MI,Data Scientist,80036,50.0,M,United Kingdom,2022,"(55.378051, -3.435973)",90807
SE,Data Analyst,128875,100.0,M,United States,2022,"(37.09024, -95.712891)",42132
SE,Data Analyst,93700,100.0,M,United States,2022,"(37.09024, -95.712891)",97311
SE,Machine Learning Engineer,100000,100.0,M,United States,2022,"(37.09024, -95.712891)",87108
SE,Data Analyst,136260,100.0,M,United States,2022,"(37.09024, -95.712891)",88942
SE,Data Analyst,109280,100.0,M,United States,2022,"(37.09024, -95.712891)",53379
SE,Data Scientist,160000,100.0,L,United States,2022,"(37.09024, -95.712891)",71542
SE,Data Scientist,92000,100.0,L,United States,2022,"(37.09024, -95.712891)",19018
MI,Data Engineer,135446,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",76543
MI,Data Engineer,104663,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",86527
EN,Data Engineer,129000,100.0,L,United States,2022,"(37.09024, -95.712891)",47190
EN,Data Engineer,86000,100.0,L,United States,2022,"(37.09024, -95.712891)",63289
SE,Business Data Analyst,100000,100.0,L,United States,2022,"(37.09024, -95.712891)",78509
MI,Data Scientist,25000,50.0,M,Turkey,2022,"(38.963745, 35.243322)",34128
MI,Data Analyst,65257,50.0,M,Singapore,2022,"(1.352083, 103.819836)",64282
MI,AI Scientist,200000,100.0,M,United States,2022,"(37.09024, -95.712891)",56563
EN,Machine Learning Developer,180000,100.0,L,United States,2022,"(37.09024, -95.712891)",65779
MI,Data Scientist,153000,100.0,L,United States,2022,"(37.09024, -95.712891)",11787
SE,Data Analyst,150075,100.0,M,United States,2022,"(37.09024, -95.712891)",81951
SE,Data Analyst,110925,100.0,M,United States,2022,"(37.09024, -95.712891)",99611
MI,Machine Learning Scientist,22800,100.0,M,Egypt,2022,"(26.820553, 30.802498)",68058
EN,Data Analyst,15000,0.0,L,Indonesia,2022,"(-0.789275, 113.921327)",46247
SE,Data Science Manager,133766,100.0,L,Australia,2022,"(-25.274398, 133.775136)",79286
EN,Machine Learning Engineer,83000,0.0,L,United States,2022,"(37.09024, -95.712891)",56151
SE,Data Scientist,186000,0.0,M,United States,2022,"(37.09024, -95.712891)",55193
SE,Data Scientist,148800,0.0,M,United States,2022,"(37.09024, -95.712891)",22492
SE,Data Analyst,112900,0.0,M,United States,2022,"(37.09024, -95.712891)",16738
SE,Data Analyst,90320,0.0,M,United States,2022,"(37.09024, -95.712891)",66723
SE,ML Engineer,240000,0.0,M,United States,2022,"(37.09024, -95.712891)",29495
SE,ML Engineer,160000,0.0,M,United States,2022,"(37.09024, -95.712891)",83836
SE,Data Science Manager,300000,100.0,M,United States,2022,"(37.09024, -95.712891)",66882
SE,Data Science Manager,200000,100.0,M,United States,2022,"(37.09024, -95.712891)",18876
MI,Data Engineer,65666,50.0,S,Germany,2022,"(51.165691, 10.451526)",85638
MI,AI Scientist,200000,100.0,L,United States,2022,"(20.593684, 78.96288)",73548
MI,Machine Learning Engineer,116976,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",25138
MI,Machine Learning Engineer,92350,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",62464
MI,AI Scientist,120000,0.0,M,United States,2022,"(37.09024, -95.712891)",10756
SE,Data Analyst,112900,100.0,M,United States,2022,"(37.09024, -95.712891)",67695
SE,Data Analyst,90320,100.0,M,United States,2022,"(37.09024, -95.712891)",39320
SE,Data Analytics Manager,145000,100.0,M,United States,2022,"(37.09024, -95.712891)",89492
SE,Data Analytics Manager,105400,100.0,M,United States,2022,"(37.09024, -95.712891)",92493
SE,Data Scientist,215300,100.0,L,United States,2022,"(37.09024, -95.712891)",87594
SE,Data Scientist,158200,100.0,L,United States,2022,"(37.09024, -95.712891)",82990
SE,Data Engineer,209100,100.0,L,United States,2022,"(37.09024, -95.712891)",59226
SE,Data Engineer,154600,100.0,L,United States,2022,"(37.09024, -95.712891)",67407
SE,Data Analyst,115934,0.0,M,United States,2022,"(37.09024, -95.712891)",52506
SE,Data Analyst,81666,0.0,M,United States,2022,"(37.09024, -95.712891)",59022
SE,Data Engineer,155000,100.0,M,United States,2022,"(37.09024, -95.712891)",73721
MI,Machine Learning Engineer,84053,100.0,M,Germany,2022,"(46.227638, 2.213749)",44880
SE,Data Analyst,164000,0.0,M,United States,2022,"(37.09024, -95.712891)",91983
SE,Data Analyst,132000,0.0,M,United States,2022,"(37.09024, -95.712891)",72332
SE,Data Scientist,123000,100.0,M,United States,2022,"(37.09024, -95.712891)",41306
MI,ETL Developer,52533,0.0,M,Greece,2022,"(39.074208, 21.824312)",32616
EX,Lead Data Engineer,115222,100.0,S,Canada,2022,"(56.130366, -106.346771)",38297
SE,Data Engineer,165400,100.0,M,United States,2022,"(37.09024, -95.712891)",62172
SE,Data Engineer,132320,100.0,M,United States,2022,"(37.09024, -95.712891)",68614
SE,Data Architect,208775,100.0,M,United States,2022,"(37.09024, -95.712891)",90604
SE,Data Architect,147800,100.0,M,United States,2022,"(37.09024, -95.712891)",44493
SE,Data Engineer,136994,100.0,M,United States,2022,"(37.09024, -95.712891)",86815
SE,Data Engineer,101570,100.0,M,United States,2022,"(37.09024, -95.712891)",55192
EX,Head of Machine Learning,76309,50.0,L,India,2022,"(20.593684, 78.96288)",65173
EN,Machine Learning Engineer,35093,100.0,L,United Kingdom,2022,"(55.378051, -3.435973)",41659
SE,Data Engineer,183600,100.0,L,United States,2022,"(37.09024, -95.712891)",59514
SE,Data Engineer,100800,100.0,L,United States,2022,"(37.09024, -95.712891)",80749
MI,Data Analyst,49253,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",93106
MI,Data Analyst,36940,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",68228
MI,Data Analyst,42026,100.0,M,Spain,2022,"(40.463667, -3.74922)",50436
MI,Data Analyst,31520,100.0,M,Spain,2022,"(40.463667, -3.74922)",70253
MI,Data Analyst,42026,100.0,M,Greece,2022,"(39.074208, 21.824312)",84781
MI,Data Analyst,31520,100.0,M,Greece,2022,"(39.074208, 21.824312)",26075
SE,Data Scientist,215300,0.0,L,United States,2022,"(37.09024, -95.712891)",45735
SE,Data Scientist,140400,0.0,L,United States,2022,"(37.09024, -95.712891)",54775
MI,Data Engineer,63040,100.0,M,Spain,2022,"(40.463667, -3.74922)",55439
MI,Data Engineer,47280,100.0,M,Spain,2022,"(40.463667, -3.74922)",53047
SE,Data Scientist,260000,100.0,M,United States,2022,"(37.09024, -95.712891)",20580
MI,Data Scientist,43096,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",35184
MI,Data Engineer,63040,100.0,M,Greece,2022,"(39.074208, 21.824312)",76655
MI,Data Engineer,47280,100.0,M,Greece,2022,"(39.074208, 21.824312)",87823
MI,Data Engineer,55410,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",30656
MI,Machine Learning Engineer,51064,50.0,L,Italy,2021,"(41.87194, 12.56738)",12496
SE,Data Science Engineer,60000,100.0,L,Mexico,2022,"(-38.416097, -63.616672)",57787
MI,Data Engineer,82900,0.0,M,United States,2022,"(37.09024, -95.712891)",73148
MI,Data Engineer,63900,0.0,M,United States,2022,"(37.09024, -95.712891)",23647
MI,Machine Learning Scientist,160000,100.0,L,United States,2022,"(37.09024, -95.712891)",65761
MI,Machine Learning Scientist,112300,100.0,L,United States,2022,"(37.09024, -95.712891)",11944
MI,Data Science Manager,241000,100.0,M,United States,2022,"(37.09024, -95.712891)",33351
MI,Data Science Manager,159000,100.0,M,United States,2022,"(37.09024, -95.712891)",25204
SE,Data Scientist,80000,0.0,M,United States,2022,"(37.09024, -95.712891)",32895
MI,Data Analyst,58000,0.0,S,United States,2022,"(37.09024, -95.712891)",81494
SE,Data Engineer,136000,0.0,M,United States,2022,"(37.09024, -95.712891)",72237
SE,Data Engineer,108800,0.0,M,United States,2022,"(37.09024, -95.712891)",89338
EX,Data Engineer,242000,100.0,M,United States,2022,"(37.09024, -95.712891)",93816
EX,Data Engineer,200000,100.0,M,United States,2022,"(37.09024, -95.712891)",53482
MI,Data Scientist,61566,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",81266
MI,Data Scientist,36940,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",89255
MI,Data Engineer,49253,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",44513
SE,Data Scientist,165220,100.0,M,United States,2022,"(37.09024, -95.712891)",68288
SE,Data Scientist,120160,100.0,M,United States,2022,"(37.09024, -95.712891)",76888
SE,Data Analyst,124190,100.0,M,United States,2022,"(37.09024, -95.712891)",47396
SE,Data Engineer,181940,0.0,M,United States,2022,"(37.09024, -95.712891)",30125
SE,Data Engineer,132320,0.0,M,United States,2022,"(37.09024, -95.712891)",19450
SE,Data Engineer,220110,0.0,M,United States,2022,"(37.09024, -95.712891)",85139
SE,Data Engineer,160080,0.0,M,United States,2022,"(37.09024, -95.712891)",81472
SE,Data Scientist,180000,0.0,L,United States,2022,"(37.09024, -95.712891)",95397
SE,Data Scientist,120000,0.0,L,United States,2022,"(37.09024, -95.712891)",87151
MI,Data Analyst,126500,0.0,M,United States,2022,"(37.09024, -95.712891)",94954
MI,Data Analyst,106260,0.0,M,United States,2022,"(37.09024, -95.712891)",12843
SE,Data Analyst,116000,0.0,M,United States,2022,"(37.09024, -95.712891)",13401
SE,Data Analyst,155000,100.0,M,United States,2022,"(37.09024, -95.712891)",95502
SE,Data Analyst,120600,100.0,M,United States,2022,"(37.09024, -95.712891)",96896
MI,Data Scientist,130000,0.0,M,United States,2022,"(37.09024, -95.712891)",15266
MI,Data Scientist,90000,0.0,M,United States,2022,"(37.09024, -95.712891)",60244
MI,Data Engineer,170000,100.0,M,United States,2022,"(37.09024, -95.712891)",48231
SE,Data Analyst,102100,100.0,M,United States,2022,"(37.09024, -95.712891)",54569
SE,Data Analyst,84900,100.0,M,United States,2022,"(37.09024, -95.712891)",59763
SE,Data Scientist,136620,100.0,M,United States,2022,"(37.09024, -95.712891)",42372
SE,Data Scientist,99360,100.0,M,United States,2022,"(37.09024, -95.712891)",82616
SE,Data Scientist,110820,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",59860
SE,Data Scientist,98506,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",99016
SE,Data Scientist,146000,100.0,M,United States,2022,"(37.09024, -95.712891)",63073
EN,Data Engineer,43096,100.0,M,United Kingdom,2022,"(55.378051, -3.435973)",67388
EX,Data Analyst,130000,100.0,M,United States,2022,"(37.09024, -95.712891)",47697
EX,Data Analyst,110000,100.0,M,United States,2022,"(37.09024, -95.712891)",63998
SE,Data Analyst,170000,100.0,M,United States,2022,"(37.09024, -95.712891)",48179
SE,Data Science Manager,161342,100.0,M,United States,2022,"(37.09024, -95.712891)",10376
SE,Data Science Manager,137141,100.0,M,United States,2022,"(37.09024, -95.712891)",65691
SE,Data Scientist,167000,100.0,M,United States,2022,"(37.09024, -95.712891)",46212
SE,Data Engineer,73880,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",90425
SE,Data Engineer,61566,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",46866
SE,Data Scientist,211500,100.0,M,United States,2022,"(37.09024, -95.712891)",65729
SE,Data Scientist,138600,100.0,M,United States,2022,"(37.09024, -95.712891)",64104
SE,Data Architect,192400,100.0,M,Canada,2022,"(56.130366, -106.346771)",33323
SE,Data Architect,90700,100.0,M,Canada,2022,"(56.130366, -106.346771)",33382
SE,Data Analyst,130000,100.0,M,Canada,2022,"(56.130366, -106.346771)",85798
SE,Data Analyst,61300,100.0,M,Canada,2022,"(56.130366, -106.346771)",12521
SE,Data Engineer,160000,0.0,L,United States,2022,"(37.09024, -95.712891)",53097
SE,Data Engineer,113000,0.0,L,United States,2022,"(37.09024, -95.712891)",18672
SE,Data Scientist,95550,0.0,M,United States,2022,"(37.09024, -95.712891)",55678
MI,Data Analyst,167000,100.0,M,United States,2022,"(37.09024, -95.712891)",30511
MI,Data Analyst,115500,100.0,M,United States,2022,"(37.09024, -95.712891)",92533
SE,Data Engineer,243900,100.0,M,United States,2022,"(37.09024, -95.712891)",69437
SE,Data Engineer,156600,100.0,M,United States,2022,"(37.09024, -95.712891)",46108
SE,Data Analyst,136600,100.0,M,United States,2022,"(37.09024, -95.712891)",75528
SE,Data Engineer,128875,100.0,M,United States,2022,"(37.09024, -95.712891)",36367
SE,Data Engineer,93700,100.0,M,United States,2022,"(37.09024, -95.712891)",13852
EX,Head of Data Science,224000,100.0,M,United States,2022,"(37.09024, -95.712891)",43808
EX,Head of Data Science,167875,100.0,M,United States,2022,"(37.09024, -95.712891)",33171
EX,Analytics Engineer,175000,100.0,M,United States,2022,"(37.09024, -95.712891)",96360
EX,Analytics Engineer,135000,100.0,M,United States,2022,"(37.09024, -95.712891)",64912
SE,Data Scientist,205300,0.0,L,United States,2022,"(37.09024, -95.712891)",27489
SE,Data Scientist,176000,100.0,M,United States,2022,"(37.09024, -95.712891)",83867
SE,Data Engineer,200100,100.0,M,United States,2022,"(37.09024, -95.712891)",31323
SE,Data Engineer,70500,0.0,M,United States,2022,"(37.09024, -95.712891)",67124
SE,Data Engineer,54000,0.0,M,United States,2022,"(37.09024, -95.712891)",17703
SE,Data Scientist,205300,0.0,M,United States,2022,"(37.09024, -95.712891)",49038
SE,Data Scientist,140400,0.0,M,United States,2022,"(37.09024, -95.712891)",98301
SE,Analytics Engineer,205300,0.0,M,United States,2022,"(37.09024, -95.712891)",48189
SE,Analytics Engineer,184700,0.0,M,United States,2022,"(37.09024, -95.712891)",60641
SE,Data Engineer,175100,100.0,M,United States,2022,"(37.09024, -95.712891)",51655
SE,Data Engineer,140250,100.0,M,United States,2022,"(37.09024, -95.712891)",73116
SE,Data Analyst,116150,100.0,M,United States,2022,"(37.09024, -95.712891)",43373
SE,Data Analyst,99050,100.0,M,United States,2022,"(37.09024, -95.712891)",59180
MI,Data Analyst,85000,0.0,M,Canada,2022,"(56.130366, -106.346771)",15688
MI,Data Analyst,75000,0.0,M,Canada,2022,"(56.130366, -106.346771)",52161
SE,Machine Learning Engineer,214000,100.0,M,United States,2022,"(37.09024, -95.712891)",43210
SE,Machine Learning Engineer,192600,100.0,M,United States,2022,"(37.09024, -95.712891)",17096
SE,Data Architect,266400,100.0,M,United States,2022,"(37.09024, -95.712891)",94524
SE,Data Architect,213120,100.0,M,United States,2022,"(37.09024, -95.712891)",25846
MI,Data Scientist,141300,0.0,M,United States,2022,"(37.09024, -95.712891)",43130
MI,Data Scientist,102100,0.0,M,United States,2022,"(37.09024, -95.712891)",93211
MI,Data Engineer,206699,0.0,M,United States,2022,"(37.09024, -95.712891)",45951
MI,Data Engineer,99100,0.0,M,United States,2022,"(37.09024, -95.712891)",70218
SE,Data Engineer,110500,100.0,M,United States,2022,"(37.09024, -95.712891)",15309
MI,Data Analyst,61566,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",47197
MI,Data Analyst,43096,0.0,M,United Kingdom,2022,"(55.378051, -3.435973)",24515
SE,Data Analyst,80000,100.0,M,United States,2022,"(37.09024, -95.712891)",28756
SE,Data Analyst,60000,100.0,M,United States,2022,"(37.09024, -95.712891)",19042
SE,Data Scientist,230000,100.0,M,United States,2022,"(37.09024, -95.712891)",45342
SE,Data Analytics Manager,150260,100.0,M,United States,2022,"(37.09024, -95.712891)",64376
SE,Data Analytics Manager,109280,100.0,M,United States,2022,"(37.09024, -95.712891)",93006
MI,Data Scientist,160000,100.0,M,United States,2022,"(37.09024, -95.712891)",38081
EN,Data Analyst,67000,0.0,M,Canada,2022,"(56.130366, -106.346771)",53121
EN,Data Analyst,52000,0.0,M,Canada,2022,"(56.130366, -106.346771)",97307
SE,Data Analyst,129000,0.0,M,United States,2022,"(37.09024, -95.712891)",96716
SE,Data Analyst,69000,100.0,M,United States,2022,"(37.09024, -95.712891)",79866
SE,Data Engineer,25000,100.0,M,United States,2022,"(37.09024, -95.712891)",87910
SE,Data Analyst,126500,100.0,M,United States,2022,"(37.09024, -95.712891)",93156
SE,Data Analyst,106260,100.0,M,United States,2022,"(37.09024, -95.712891)",32674
SE,Data Engineer,220110,100.0,M,United States,2022,"(37.09024, -95.712891)",48648
